"Age","Income","HomeVal","TractID","Tenure","DirectDeposit","Loan","NumAccounts","Dist","MktShare","Churn"
57,7.5,13.7,15,11.32648871,1,0,2,1.08559322,0.110353056,0
77,1.3,13.7,15,23.46885695,1,1,5,1.08559322,0.110353056,0
62,9.5,22.5,15,8.585900068,0,0,1,1.08559322,0.110353056,1
47,2.8,13.7,15,19.14579055,1,1,4,1.08559322,0.110353056,0
70,2.3,8.7,15,17.00205339,0,0,3,1.08559322,0.110353056,0
62,9.5,27.5,15,18.74332649,0,0,2,1.08559322,0.110353056,1
42,4.3,13.7,15,20.82409309,1,0,3,1.08559322,0.110353056,0
37,9.5,16.3,15,10.31074606,1,0,3,1.08559322,0.110353056,0
77,2.8,22.5,15,28.13415469,1,0,2,1.08559322,0.110353056,0
62,4.3,16.3,15,8.1724846,1,0,1,1.08559322,0.110353056,0
52,6.5,18.7,15,16.62696783,0,0,3,1.08559322,0.110353056,0
32,7.5,3.7,15,16.57494867,1,0,1,1.08559322,0.110353056,0
72,4.8,16.3,15,19.52087611,1,0,3,1.08559322,0.110353056,0
52,9.5,16.3,15,26.31348392,1,0,2,1.08559322,0.110353056,0
42,8.5,22.5,15,8.161533196,0,0,4,1.154,0.068439488,0
77,7.5,22.5,15,26.18206708,1,0,5,1.08559322,0.110353056,0
77,1.3,13.7,15,24.59411362,1,0,2,1.08559322,0.110353056,0
37,6.5,22.5,15,6.102669405,1,0,1,1.08559322,0.110353056,0
42,13.5,42.5,15,6.428473648,0,1,2,1.154,0.068439488,0
47,15,32.5,15,11.58384668,0,0,2,4.599166667,0.064202275,1
62,15,27.5,15,10.01232033,0,0,1,4.599166667,0.064202275,1
52,3.3,11.3,15,2.743326489,1,0,1,1.08559322,0.110353056,0
52,15,37.5,15,10.15742642,1,0,2,4.599166667,0.064202275,0
62,6.5,27.5,15,11.56194387,1,1,7,4.599166667,0.064202275,0
72,7.5,32.5,15,10.9650924,1,1,4,4.599166667,0.064202275,0
70,3.3,27.5,15,8.396988364,0,0,1,4.599166667,0.064202275,0
67,9.5,27.5,15,2.81724846,0,0,3,1.154,0.068439488,0
67,12.5,32.5,15,13.96303901,1,0,1,1.154,0.068439488,1
52,10.5,27.5,15,8.117727584,0,1,3,4.599166667,0.064202275,0
42,15,37.5,15,5.661875428,1,1,4,4.599166667,0.064202275,0
62,15,27.5,15,5.201916496,1,0,2,1.154,0.068439488,0
37,4.8,11.3,15,5.210130048,1,0,2,1.08559322,0.110353056,0
37,15,42.5,16,7.323750856,1,0,2,4.437777778,0.481654896,0
21,7.5,32.5,16,5.059548255,0,0,3,1.131914894,0.1480123,0
52,13.5,37.5,16,7.184120465,0,0,3,4.437777778,0.481654896,1
62,7.5,27.5,16,7.537303217,1,0,1,3.623636364,0.391585007,0
47,4.3,27.5,16,17.69746749,0,0,3,4.437777778,0.481654896,0
47,5.8,18.7,16,2.288843258,0,1,4,1.131914894,0.1480123,0
62,2.8,16.3,16,2.335386721,0,0,3,1.131914894,0.1480123,0
62,10.5,75,16,2.299794661,0,0,2,4.452307692,0.050485389,0
42,7.5,32.5,16,2.023271732,0,0,2,1.131914894,0.1480123,0
37,5.8,32.5,16,1.352498289,0,0,2,4.437777778,0.481654896,1
67,11.5,32.5,16,1.749486653,1,0,2,1.131914894,0.1480123,0
37,5.8,32.5,16,14.71047228,1,0,2,4.437777778,0.481654896,0
77,4.3,18.7,16,17.98494182,1,0,3,3.623636364,0.391585007,0
32,12.5,37.5,16,10.4421629,1,1,3,3.623636364,0.391585007,0
52,13.5,27.5,16,26.65023956,1,0,4,4.437777778,0.481654896,0
57,7.5,32.5,16,27.38672142,1,0,1,4.437777778,0.481654896,1
47,15,32.5,16,9.820670773,0,1,4,4.437777778,0.481654896,1
72,1.8,22.5,16,13.19644079,0,1,3,3.623636364,0.391585007,0
47,13.5,32.5,16,9.815195072,1,0,2,4.437777778,0.481654896,0
42,9.5,32.5,16,20.74743327,1,0,2,4.437777778,0.481654896,0
52,5.8,32.5,16,23.86310746,0,1,5,4.437777778,0.481654896,0
42,8.5,27.5,16,18.91854894,1,0,2,4.437777778,0.481654896,0
52,15,37.5,16,15.19507187,1,0,1,4.437777778,0.481654896,0
52,15,37.5,16,21.51129363,1,0,1,3.623636364,0.391585007,1
62,10.5,32.5,16,24.62696783,0,1,3,4.437777778,0.481654896,1
67,4.3,32.5,16,23.3045859,0,0,3,3.623636364,0.391585007,0
57,6.5,27.5,16,31.27994524,1,1,3,4.437777778,0.481654896,0
47,8.5,27.5,16,16.63791923,1,0,2,4.437777778,0.481654896,1
62,11.5,27.5,16,3.93155373,1,1,7,3.623636364,0.391585007,0
42,10.5,32.5,16,27.90691307,1,1,4,4.437777778,0.481654896,1
47,9.5,27.5,16,12.1724846,0,0,2,4.437777778,0.481654896,0
77,2.8,16.3,16,44.99931554,1,1,7,4.437777778,0.481654896,0
57,5.3,18.7,16,8.709103354,1,0,3,1.131914894,0.1480123,0
62,15,65,16,8.052019165,0,0,2,4.452307692,0.050485389,0
57,15,37.5,16,27.1430527,0,0,2,4.437777778,0.481654896,0
52,15,37.5,16,24.6844627,1,0,1,4.437777778,0.481654896,0
27,5.8,32.5,16,9.051334702,1,0,4,4.437777778,0.481654896,0
52,9.5,32.5,16,10.75427789,1,0,4,4.437777778,0.481654896,0
42,7.5,22.5,16,8.544832307,1,0,1,3.623636364,0.391585007,0
57,5.3,22.5,16,6.899383984,1,0,2,3.623636364,0.391585007,0
47,10.5,27.5,16,18.49965777,1,0,2,4.437777778,0.481654896,0
57,11.5,32.5,16,6.811772758,1,1,4,3.623636364,0.391585007,0
57,8.5,22.5,16,8.862422998,1,0,2,3.623636364,0.391585007,0
67,7.5,65,16,13.59342916,0,0,3,3.46,0.096559726,0
52,12.5,42.5,16,30.11088296,1,0,4,3.46,0.096559726,0
47,6.5,37.5,16,16.71184121,0,0,3,3.46,0.096559726,0
67,2.8,18.7,16,11.24161533,0,0,3,1.131914894,0.1480123,0
52,13.5,32.5,16,16.18069815,1,0,2,1.131914894,0.1480123,0
70,3.8,22.5,16,15.85763176,0,0,2,1.131914894,0.1480123,1
42,7.5,22.5,16,14.23682409,0,0,6,4.437777778,0.481654896,1
57,4.3,8.7,17,2.234086242,1,0,3,0.700909091,0.159401401,0
57,5.8,16.3,17,3.474332649,0,0,2,0.700909091,0.159401401,0
52,13.5,27.5,17,1.77412731,0,0,2,0.700909091,0.159401401,0
32,3.8,13.7,17,1.820670773,1,0,2,0.921,0.010311526,0
47,11.5,22.5,17,1.941136208,0,0,1,0.700909091,0.159401401,0
77,2.3,8.7,17,12.18069815,0,0,3,0.700909091,0.159401401,0
72,4.3,22.5,17,9.850787132,1,0,3,0.700909091,0.159401401,0
52,15,27.5,17,14.35728953,1,0,2,0.700909091,0.159401401,0
52,15,16.3,17,22.19301848,1,0,2,0.700909091,0.159401401,0
77,5.3,13.7,17,23.51540041,1,1,6,0.700909091,0.159401401,0
47,12.5,22.5,17,11.52908967,0,0,2,0.700909091,0.159401401,1
47,15,18.7,17,20.12867899,1,0,2,0.700909091,0.159401401,1
47,15,27.5,17,21.62902122,0,0,4,0.700909091,0.159401401,0
37,5.8,22.5,17,2.182067077,0,0,1,0.700909091,0.159401401,1
47,10.5,22.5,18,4.714579055,0,0,1,2.1775,0.068439488,1
72,2.3,22.5,18,21.75496236,1,1,3,2.1775,0.068439488,0
77,0.5,13.7,18,20.88980151,1,0,2,2.1775,0.068439488,0
77,2.8,27.5,18,24.29842574,1,0,2,2.1775,0.068439488,0
52,5.3,22.5,18,13.47022587,0,0,2,2.1775,0.068439488,0
42,6.5,27.5,19,4.681724846,1,0,3,1.379852941,0.090258955,0
70,6.5,27.5,19,4.503764545,0,0,2,1.405,0.578524105,1
62,15,27.5,19,4.563997262,1,0,2,1.405,0.578524105,0
77,5.8,32.5,19,4.531143053,0,0,1,1.405,0.578524105,0
47,15,37.5,19,14.71594798,1,1,4,1.405,0.578524105,0
47,12.5,32.5,19,10.57631759,0,0,2,1.379852941,0.090258955,0
37,11.5,27.5,19,1.905544148,0,0,2,1.405,0.578524105,0
47,11.5,27.5,19,1.314168378,0,1,4,1.379852941,0.090258955,0
37,2.8,18.7,19,3.608487337,0,0,2,1.405,0.578524105,0
62,3.8,22.5,19,2.321697468,0,0,2,1.405,0.578524105,0
47,13.5,22.5,19,54.99794661,1,1,6,1.405,0.578524105,0
47,15,27.5,19,25.25119781,1,0,3,1.405,0.578524105,1
32,5.3,16.3,19,2.647501711,1,0,2,1.405,0.578524105,0
62,5.3,22.5,19,16.40793977,0,0,3,1.405,0.578524105,0
32,15,37.5,19,3.258042437,0,0,1,1.405,0.578524105,1
47,15,37.5,19,2.891170431,0,0,4,1.379852941,0.090258955,0
52,15,37.5,19,0.616016427,0,0,3,1.405,0.578524105,0
52,6.5,16.3,19,2.324435318,1,0,2,1.379852941,0.090258955,1
42,6.5,32.5,19,7.923340178,0,0,2,1.405,0.578524105,0
42,5.3,22.5,19,2.113620808,1,1,3,1.379852941,0.090258955,0
32,8.5,22.5,19,16.47091034,0,0,1,1.379852941,0.090258955,0
57,8.5,27.5,19,2.047912389,0,0,1,1.379852941,0.090258955,0
62,6.5,18.7,19,2.841889117,0,0,1,1.379852941,0.090258955,0
42,13.5,37.5,19,2.291581109,1,0,2,1.405,0.578524105,0
47,6.5,27.5,19,5.691991786,0,0,1,1.379852941,0.090258955,0
52,15,42.5,19,54.99794661,1,0,3,1.405,0.578524105,0
52,15,37.5,19,1.867214237,0,0,2,1.405,0.578524105,0
62,2.8,18.7,19,2.559890486,0,1,5,1.405,0.578524105,1
32,7.5,22.5,19,2.847364819,0,0,1,1.379852941,0.090258955,0
42,9.5,27.5,19,1.155373032,0,0,2,1.379852941,0.090258955,0
47,9.5,27.5,19,10.36550308,1,0,3,1.379852941,0.090258955,0
77,6.5,22.5,19,20.59137577,1,0,2,1.379852941,0.090258955,0
62,4.8,22.5,19,16.53114305,0,0,2,1.405,0.578524105,0
57,4.3,27.5,19,28.33127995,1,0,2,1.379852941,0.090258955,0
77,1.3,16.3,19,27.50718686,1,0,3,1.379852941,0.090258955,0
37,9.5,27.5,19,16.30663929,1,1,7,1.379852941,0.090258955,0
32,9.5,27.5,19,13.53045859,1,1,6,1.379852941,0.090258955,1
57,10.5,27.5,19,33.08418891,1,1,2,1.379852941,0.090258955,0
72,3.3,22.5,19,17.50034223,1,0,6,1.405,0.578524105,0
52,9.5,22.5,19,54.99794661,0,1,5,1.405,0.578524105,0
42,5.3,32.5,19,4.588637919,0,0,1,1.405,0.578524105,0
47,15,42.5,19,7.572895277,0,1,4,1.405,0.578524105,0
62,15,32.5,19,19.72621492,1,0,3,1.405,0.578524105,0
52,9.5,22.5,19,27.10472279,1,0,2,1.379852941,0.090258955,0
62,9.5,22.5,19,14.90212183,0,0,4,1.379852941,0.090258955,0
52,10.5,27.5,19,9.125256674,0,0,3,1.405,0.578524105,0
67,11.5,22.5,19,54.99794661,0,0,3,1.405,0.578524105,0
47,11.5,22.5,19,20.56399726,1,0,3,1.379852941,0.090258955,0
62,15,32.5,19,14.90212183,0,1,5,1.405,0.578524105,0
77,3.8,37.5,19,18.11088296,0,1,4,1.405,0.578524105,0
37,6.5,22.5,19,54.99794661,1,1,3,1.379852941,0.090258955,0
72,10.5,27.5,19,14.92128679,1,0,3,1.405,0.578524105,0
52,12.5,32.5,19,8.895277207,1,1,6,1.379852941,0.090258955,0
72,15,37.5,19,21.83983573,1,0,3,1.379852941,0.090258955,0
57,15,42.5,19,54.99794661,0,0,4,1.405,0.578524105,0
62,4.8,22.5,19,7.225188227,1,1,4,1.405,0.578524105,0
57,4.3,18.7,19,54.99794661,1,0,1,1.405,0.578524105,0
67,4.3,22.5,19,10.03422314,1,0,3,1.405,0.578524105,1
77,2.3,27.5,19,15.24435318,1,0,3,1.405,0.578524105,0
72,4.3,18.7,19,16.29295003,1,0,2,1.379852941,0.090258955,0
57,15,37.5,19,20.83230664,1,0,4,1.405,0.578524105,1
77,5.8,22.5,19,23.6659822,1,0,3,1.379852941,0.090258955,1
57,4.8,27.5,19,5.601642711,0,1,3,1.405,0.578524105,0
37,15,27.5,19,16.38603696,1,1,3,1.379852941,0.090258955,1
72,4.8,22.5,19,23.26625599,1,0,2,1.379852941,0.090258955,0
57,15,32.5,19,2.239561944,1,0,2,1.405,0.578524105,1
37,15,32.5,19,21.7357974,1,0,2,1.379852941,0.090258955,0
77,0.5,18.7,19,25.87268994,1,1,6,1.379852941,0.090258955,0
62,1.8,1.3,19,35.32922656,1,0,2,1.379852941,0.090258955,0
47,11.5,22.5,19,28.22997947,1,1,4,1.379852941,0.090258955,0
47,15,27.5,19,54.99794661,1,0,4,1.405,0.578524105,0
62,15,32.5,19,28.81314168,1,1,4,1.379852941,0.090258955,1
57,10.5,16.3,19,54.99794661,1,0,5,1.405,0.578524105,0
42,8.5,27.5,19,8.700889802,1,0,2,1.379852941,0.090258955,0
37,11.5,32.5,19,10.35728953,1,1,4,1.405,0.578524105,0
67,15,42.5,19,19.76454483,0,0,6,1.405,0.578524105,0
70,6.5,18.7,19,34.99794661,1,0,3,1.379852941,0.090258955,0
77,3.3,18.7,19,21.83162218,1,0,2,1.405,0.578524105,0
77,4.8,22.5,19,54.99794661,1,0,4,1.405,0.578524105,0
32,10.5,32.5,19,11.77549624,0,0,1,1.379852941,0.090258955,0
52,6.5,27.5,19,54.99794661,1,0,2,1.405,0.578524105,0
72,10.5,32.5,19,54.99794661,1,0,5,1.405,0.578524105,0
70,8.5,22.5,19,22.21765914,1,0,3,1.405,0.578524105,1
52,2.8,22.5,19,20.60780288,1,0,1,1.405,0.578524105,0
47,15,32.5,19,18.31895962,0,0,4,1.405,0.578524105,1
62,15,150,19,54.99794661,0,1,6,1.405,0.578524105,0
47,9.5,27.5,19,16.75564682,0,0,2,1.405,0.578524105,1
72,6.5,22.5,19,24.1724846,1,0,3,1.379852941,0.090258955,0
62,15,150,19,54.99794661,1,0,5,1.405,0.578524105,0
67,2.8,22.5,19,23.8275154,1,0,5,1.405,0.578524105,0
67,3.8,22.5,19,14.09445585,1,0,2,1.405,0.578524105,0
42,15,37.5,19,23.83572895,1,1,4,1.405,0.578524105,1
42,15,37.5,19,13.04312115,0,1,2,1.405,0.578524105,1
67,12.5,27.5,19,54.99794661,1,0,2,1.405,0.578524105,0
47,15,27.5,19,11.44695414,1,0,2,1.405,0.578524105,0
57,15,37.5,19,15.89869952,0,1,2,1.379852941,0.090258955,1
70,5.3,18.7,19,20.19986311,0,0,2,1.379852941,0.090258955,0
67,1.8,16.3,19,25.12251882,1,1,4,1.379852941,0.090258955,0
77,4.8,27.5,19,20.5174538,1,0,2,1.405,0.578524105,0
67,3.8,22.5,19,11.94798084,1,1,4,1.405,0.578524105,0
62,15,150,19,12.78028747,0,0,3,1.405,0.578524105,0
47,9.5,18.7,19,18.64476386,0,1,5,1.379852941,0.090258955,0
77,3.8,22.5,19,11.33470226,1,0,4,1.379852941,0.090258955,0
47,8.5,32.5,19,18.12731006,0,0,2,1.379852941,0.090258955,0
37,8.5,27.5,19,12.80492813,0,1,3,1.405,0.578524105,1
77,3.8,27.5,19,9.04312115,1,0,3,1.405,0.578524105,0
62,15,32.5,19,27.72347707,1,0,3,1.379852941,0.090258955,0
72,4.8,22.5,19,23.51540041,0,0,1,1.379852941,0.090258955,0
67,2.3,18.7,19,23.12936345,1,0,2,1.405,0.578524105,0
67,4.3,22.5,19,27.72073922,1,1,5,1.379852941,0.090258955,1
67,6.5,32.5,19,19.00342231,1,0,3,1.405,0.578524105,0
52,15,22.5,19,18.770705,1,1,3,1.405,0.578524105,0
77,9.5,27.5,19,54.99794661,1,0,2,1.405,0.578524105,0
42,12.5,32.5,19,8.03559206,1,0,1,1.379852941,0.090258955,1
57,15,55,19,11.60574949,1,1,6,1.405,0.578524105,0
57,13.5,37.5,19,54.99794661,1,1,3,1.405,0.578524105,0
77,9.5,27.5,19,5.549623546,1,1,2,1.379852941,0.090258955,0
37,6.5,18.7,19,9.169062286,1,0,2,1.405,0.578524105,0
52,9.5,18.7,19,15.93702943,1,0,1,1.405,0.578524105,0
47,6.5,32.5,19,8.183436003,0,1,3,1.405,0.578524105,0
47,15,32.5,19,19.75906913,1,0,3,1.379852941,0.090258955,0
67,7.5,18.7,19,11.33196441,1,0,3,1.379852941,0.090258955,0
57,8.5,18.7,19,19.20328542,0,0,1,1.379852941,0.090258955,0
70,9.5,18.7,19,24.32306639,1,0,3,1.379852941,0.090258955,0
72,6.5,22.5,19,22.80629706,0,0,3,1.379852941,0.090258955,0
62,4.8,27.5,19,24.75017112,1,0,6,1.405,0.578524105,0
77,4.3,22.5,19,32.183436,1,0,3,1.379852941,0.090258955,0
62,15,27.5,19,15.58110883,0,0,3,1.405,0.578524105,0
77,3.3,27.5,19,54.99794661,1,0,4,1.405,0.578524105,0
62,2.8,22.5,19,54.99794661,1,1,5,1.405,0.578524105,0
47,11.5,22.5,19,22.90759754,0,0,2,1.379852941,0.090258955,0
67,7.5,27.5,19,4.328542095,1,0,4,1.379852941,0.090258955,0
67,15,27.5,19,54.99794661,1,1,5,1.405,0.578524105,0
57,15,32.5,19,12.91718001,0,0,6,1.405,0.578524105,0
77,2.8,32.5,19,15.61122519,0,0,3,1.405,0.578524105,0
57,8.5,22.5,19,25.83162218,1,0,4,1.379852941,0.090258955,0
42,9.5,32.5,19,9.697467488,0,1,3,1.405,0.578524105,1
67,5.3,16.3,19,11.29637235,1,0,1,1.379852941,0.090258955,0
72,5.8,22.5,19,21.12251882,1,0,3,1.405,0.578524105,0
77,6.5,27.5,19,13.51676934,1,0,5,1.405,0.578524105,0
77,8.5,22.5,19,54.99794661,1,0,3,1.405,0.578524105,0
62,15,27.5,19,21.73305955,1,0,2,1.379852941,0.090258955,0
77,6.5,27.5,19,54.99794661,0,0,2,1.405,0.578524105,0
72,5.8,22.5,19,54.99794661,1,1,5,1.405,0.578524105,0
47,13.5,27.5,19,2.384668036,0,0,2,1.405,0.578524105,0
62,15,42.5,19,54.99794661,1,1,4,1.405,0.578524105,0
70,4.8,18.7,19,20.67624914,1,0,4,1.379852941,0.090258955,0
67,7.5,22.5,19,54.99794661,1,1,5,1.405,0.578524105,0
62,15,37.5,19,10.06433949,1,1,6,1.405,0.578524105,0
67,9.5,27.5,19,22.63381246,1,1,3,1.379852941,0.090258955,0
62,11.5,22.5,19,28.58316222,1,1,4,1.405,0.578524105,1
77,11.5,27.5,19,12.88980151,1,0,3,1.405,0.578524105,0
57,15,27.5,19,10.90212183,0,0,3,1.405,0.578524105,1
37,11.5,37.5,19,12,1,0,2,1.405,0.578524105,0
57,15,37.5,19,20.12320329,0,0,3,1.405,0.578524105,0
47,5.8,22.5,19,20.79123888,1,0,1,1.379852941,0.090258955,0
77,3.3,22.5,19,54.99794661,1,0,3,1.405,0.578524105,0
77,2.3,16.3,19,54.99794661,1,0,4,1.405,0.578524105,0
72,15,37.5,19,11.05544148,0,0,2,1.405,0.578524105,1
72,6.5,27.5,19,54.99794661,1,0,4,1.405,0.578524105,0
62,7.5,22.5,19,9.305954826,1,0,3,1.379852941,0.090258955,0
72,3.3,22.5,19,54.99794661,1,0,4,1.405,0.578524105,0
37,10.5,32.5,19,8.325804244,0,0,2,1.405,0.578524105,0
62,9.5,27.5,19,11.54277892,0,0,1,1.379852941,0.090258955,0
57,9.5,18.7,19,11.2991102,1,0,1,1.405,0.578524105,0
42,6.5,22.5,19,20.0109514,1,1,4,1.379852941,0.090258955,0
42,7.5,27.5,19,9.579739904,0,0,1,1.379852941,0.090258955,0
72,6.5,37.5,19,7.208761123,1,0,1,1.405,0.578524105,0
77,6.5,18.7,19,6.718685832,1,0,2,1.379852941,0.090258955,1
47,7.5,18.7,19,11.19507187,0,0,2,1.379852941,0.090258955,1
27,15,42.5,19,6.527036277,0,0,2,1.405,0.578524105,0
21,10.5,27.5,19,18.47501711,1,0,2,1.379852941,0.090258955,0
62,15,150,19,6.272416153,1,0,2,1.379852941,0.090258955,0
47,3.8,18.7,19,6.272416153,1,0,1,1.379852941,0.090258955,0
77,8.5,27.5,19,21.29500342,1,0,5,1.405,0.578524105,0
77,5.3,27.5,19,6.595482546,0,0,1,1.405,0.578524105,0
21,13.5,27.5,19,4.602327173,1,0,3,1.379852941,0.090258955,0
37,9.5,27.5,19,7.723477071,1,0,2,1.405,0.578524105,0
52,13.5,27.5,19,5.853524983,0,0,2,1.405,0.578524105,0
62,15,27.5,19,11.92881588,0,0,3,1.405,0.578524105,0
67,9.5,27.5,19,3.09650924,0,1,4,1.405,0.578524105,0
57,15,150,19,4.539356605,0,0,2,1.405,0.578524105,0
42,13.5,32.5,19,14.65297741,1,0,1,1.405,0.578524105,1
47,6.5,22.5,19,10.25598905,1,0,1,1.379852941,0.090258955,0
57,15,32.5,19,4.164271047,0,1,3,1.405,0.578524105,1
52,10.5,32.5,19,5.423682409,1,0,2,1.405,0.578524105,1
77,8.5,27.5,19,5.229295003,0,0,2,1.379852941,0.090258955,0
37,4.3,22.5,19,16.04380561,0,0,1,1.379852941,0.090258955,0
42,8.5,22.5,19,14.66119097,0,1,4,1.379852941,0.090258955,0
47,15,32.5,19,17.21560575,1,0,2,1.405,0.578524105,0
52,11.5,27.5,19,1.880903491,1,1,4,1.379852941,0.090258955,0
62,9.5,22.5,19,6.828199863,0,0,1,1.379852941,0.090258955,0
47,6.5,13.7,21,4.662559891,0,0,2,2.109090909,0.010311526,0
77,4.3,22.5,21,11.39219713,0,0,2,2.109090909,0.010311526,0
47,2.8,16.3,21,2.321697468,1,0,1,2.109090909,0.010311526,0
52,8.5,22.5,21,8.054757016,1,1,4,2.109090909,0.010311526,0
77,3.8,22.5,21,11.25804244,0,0,2,2.109090909,0.010311526,0
52,15,32.5,22,2.088980151,0,0,2,2.48483871,0.030247842,0
72,6.5,32.5,22,2.195756331,0,0,4,2.48483871,0.030247842,0
52,6.5,22.5,22,8.73100616,0,1,4,2.48483871,0.030247842,0
72,15,150,22,19.84394251,0,0,4,2.48483871,0.030247842,0
57,6.5,27.5,22,6.554414784,0,0,2,2.48483871,0.030247842,1
52,7.5,22.5,22,15.24435318,0,0,3,2.48483871,0.030247842,1
21,4.8,11.3,23,11.85489391,1,0,4,0.847,0.354259502,0
37,4.3,13.7,23,14.39014374,0,0,2,0.847,0.354259502,0
77,1.3,22.5,23,35.58384668,1,0,3,0.847,0.354259502,0
47,6.5,13.7,23,28.77754962,0,0,3,0.847,0.354259502,0
57,10.5,22.5,23,14.04791239,0,0,1,1.760857143,0.090258955,1
57,2.8,8.7,23,4.369609856,0,0,1,0.847,0.354259502,0
67,4.8,32.5,23,4.224503765,1,1,3,1.984634146,0.07121808,0
47,15,37.5,23,3.920602327,1,1,6,1.984634146,0.07121808,0
57,8.5,32.5,23,3.052703628,1,1,2,1.984634146,0.07121808,0
77,2.3,16.3,23,2.800821355,0,0,3,2.29875,0.090258955,0
52,6.5,11.3,23,9.971252567,1,0,1,0.847,0.354259502,1
62,2.8,18.7,23,6.850102669,1,0,1,2.29875,0.090258955,0
70,3.8,16.3,23,2.362765229,1,0,2,2.29875,0.090258955,0
47,15,37.5,23,2.310746064,0,0,1,1.984634146,0.07121808,0
42,8.5,27.5,23,2.847364819,1,0,3,1.984634146,0.07121808,0
52,15,37.5,23,2.088980151,0,0,1,1.984634146,0.07121808,1
42,15,27.5,23,2.239561944,0,0,2,1.984634146,0.07121808,0
67,8.5,27.5,23,2.778918549,1,0,1,1.984634146,0.07121808,1
57,1.8,13.7,23,1.075975359,1,0,1,0.847,0.354259502,0
77,9.5,27.5,23,2.803559206,0,0,2,1.760857143,0.090258955,1
27,3.3,11.3,23,3.318275154,0,0,2,0.847,0.354259502,1
47,15,55,23,2.510609172,0,0,2,1.984634146,0.07121808,0
37,4.3,11.3,23,2.338124572,1,0,2,0.847,0.354259502,0
27,3.3,27.5,23,0.788501027,1,0,2,1.984634146,0.07121808,0
47,8.5,13.7,23,1.976728268,0,0,1,0.847,0.354259502,0
67,15,16.3,23,31.79739904,0,0,2,1.760857143,0.090258955,0
77,15,32.5,23,32.29295003,1,0,2,1.760857143,0.090258955,0
57,6.5,13.7,23,1.664613279,0,0,2,2.29875,0.090258955,1
57,15,55,23,7.537303217,1,0,2,1.984634146,0.07121808,1
52,5.3,22.5,23,10.71594798,0,1,3,1.760857143,0.090258955,0
42,3.8,27.5,23,24.45995893,1,1,4,1.760857143,0.090258955,0
72,6.5,37.5,23,0.796714579,0,0,2,1.984634146,0.07121808,0
52,11.5,6.3,23,10.18480493,1,1,5,1.984634146,0.07121808,0
77,5.3,27.5,23,12.38877481,0,0,3,1.984634146,0.07121808,0
72,6.5,27.5,23,13.46201232,1,0,2,1.984634146,0.07121808,0
52,15,37.5,23,8.41615332,0,0,2,1.984634146,0.07121808,1
62,1.3,13.7,23,10.84736482,1,0,1,0.847,0.354259502,0
52,9.5,16.3,23,17.33333333,0,0,2,0.847,0.354259502,1
67,3.3,16.3,23,18.88843258,1,0,2,0.847,0.354259502,0
42,3.8,8.7,23,10.17659138,0,0,2,0.847,0.354259502,1
77,3.8,13.7,23,13.26488706,0,0,2,0.847,0.354259502,1
57,4.3,18.7,23,32.52566735,1,1,4,0.847,0.354259502,0
72,1.3,13.7,23,18.67761807,1,0,1,0.847,0.354259502,1
42,5.8,13.7,23,15.37303217,1,1,4,0.847,0.354259502,1
77,1.8,8.7,23,12.97467488,0,0,2,0.847,0.354259502,0
72,7.5,16.3,23,24.46543463,1,0,3,0.847,0.354259502,0
42,4.3,11.3,23,12.57221082,1,1,5,0.847,0.354259502,1
32,4.3,13.7,23,15.6495551,0,0,3,0.847,0.354259502,1
77,15,18.7,23,19.27994524,0,0,4,0.847,0.354259502,0
67,5.3,13.7,23,26.12183436,1,0,4,0.847,0.354259502,0
77,0.5,8.7,23,41.58521561,0,0,3,0.847,0.354259502,0
42,5.8,11.3,23,11.38398357,1,0,4,0.847,0.354259502,0
62,15,150,23,18.29158111,0,1,5,0.847,0.354259502,0
67,4.3,13.7,23,31.42231348,1,0,4,0.847,0.354259502,0
42,2.8,11.3,23,14.75975359,0,0,1,0.847,0.354259502,1
42,7.5,16.3,23,11.77549624,0,0,3,0.847,0.354259502,0
77,5.3,22.5,23,16.12320329,0,1,4,0.847,0.354259502,0
57,2.3,11.3,23,8.613278576,1,0,2,0.847,0.354259502,0
72,1.3,8.7,23,26.31622177,0,0,4,0.847,0.354259502,0
37,4.8,13.7,23,17.07871321,1,0,2,0.847,0.354259502,1
77,1.8,13.7,23,12.45995893,0,0,1,0.847,0.354259502,0
62,3.8,13.7,23,16.77207392,1,1,4,0.847,0.354259502,1
57,7.5,13.7,23,14.30527036,1,0,1,0.847,0.354259502,0
77,2.3,13.7,23,7.427789186,0,0,1,0.847,0.354259502,1
67,6.5,22.5,23,36.24914442,1,1,6,0.847,0.354259502,0
62,4.8,11.3,23,12.82409309,0,0,3,0.847,0.354259502,0
72,3.3,13.7,23,42.75427789,1,0,2,0.847,0.354259502,0
72,2.3,18.7,23,16.93360712,0,0,2,0.847,0.354259502,0
42,4.8,11.3,23,23.08281999,0,0,1,0.847,0.354259502,0
37,2.8,11.3,23,13.17727584,1,0,3,0.847,0.354259502,0
72,0.5,16.3,23,19.95619439,0,0,3,0.847,0.354259502,0
42,4.8,13.7,23,14.37371663,1,0,2,0.847,0.354259502,0
52,9.5,16.3,23,18.63928816,1,0,2,0.847,0.354259502,0
67,2.8,8.7,23,25.47022587,1,0,2,0.847,0.354259502,0
57,11.5,16.3,23,27.50171116,0,1,4,0.847,0.354259502,0
42,4.8,8.7,23,17.89185489,1,0,2,0.847,0.354259502,0
77,2.8,11.3,23,24.99931554,1,0,2,0.847,0.354259502,0
